epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,883.608,0.62035,1.0478,1.0371,0.26675,0.67842,0.36483,0.19665,1.63414,2.85233,1.97973,0.000187092,0.000187092,0.000187092
86,892.946,0.83744,1.15961,1.27988,0.28999,0.75446,0.36483,0.20669,1.56378,2.91121,2.03183,0.000176094,0.000176094,0.000176094
87,901.97,0.73565,0.99191,0.99295,0.28999,0.75446,0.36483,0.20669,1.56378,2.91121,2.03183,0.000165095,0.000165095,0.000165095
88,911.255,0.988,1.54581,1.2073,0.33461,0.8977,0.36483,0.19208,1.57475,2.87389,1.96128,0.000154096,0.000154096,0.000154096
89,921.294,0.77053,1.02529,1.17226,0.33461,0.8977,0.36483,0.19208,1.57475,2.87389,1.96128,0.000143097,0.000143097,0.000143097
90,931.267,1.008,1.17482,1.1701,0.34072,0.91832,0.36483,0.20258,1.53854,2.81213,1.90398,0.000132098,0.000132098,0.000132098
91,941.61,0.6907,1.61299,1.09544,0.34072,0.91832,0.36483,0.20258,1.53854,2.81213,1.90398,0.000121099,0.000121099,0.000121099
92,951.881,1.07274,1.20383,1.00777,0.35256,0.96416,0.38958,0.22601,1.49185,2.7242,1.85444,0.0001101,0.0001101,0.0001101
93,961.62,0.46039,1.35414,1.07387,0.35256,0.96416,0.38958,0.22601,1.49185,2.7242,1.85444,9.91012e-05,9.91012e-05,9.91012e-05
94,970.786,0.61677,1.10693,0.95129,0.34806,0.94388,0.36483,0.19591,1.49874,2.78555,1.88378,8.81023e-05,8.81023e-05,8.81023e-05
95,981.029,0.73422,1.16011,1.11123,0.34806,0.94388,0.36483,0.19591,1.49874,2.78555,1.88378,7.71034e-05,7.71034e-05,7.71034e-05
96,991.194,0.6286,1.3015,0.97927,0.33978,0.91493,0.36483,0.20066,1.51712,2.81894,1.90931,6.61045e-05,6.61045e-05,6.61045e-05
97,1001.12,0.94092,1.3118,1.30983,0.33978,0.91493,0.36483,0.20066,1.51712,2.81894,1.90931,5.51056e-05,5.51056e-05,5.51056e-05
98,1010.3,0.63011,1.09643,0.98384,0.3221,0.85842,0.36483,0.19161,1.52537,2.89097,1.96024,4.41067e-05,4.41067e-05,4.41067e-05
99,1022.75,0.50621,1.03934,0.93273,0.3221,0.85842,0.36483,0.19161,1.52537,2.89097,1.96024,3.31078e-05,3.31078e-05,3.31078e-05
100,1039.22,0.60475,1.2904,0.96037,0.35792,0.99626,0.36483,0.17162,1.54235,2.86645,1.96318,2.21089e-05,2.21089e-05,2.21089e-05
